"Player","Pos","X3P","X3PA","X3P.","year"
"Brevin Knight","PG",1,10,0.1,"2000"
"Travis Knight","C",0,1,0,"2000"
"Toni Kukoč","SF",70,157,0.446,"2000"
"Toni Kukoč","SF",32,78,0.41,"2000"
"Toni Kukoč","SF",38,79,0.481,"2000"
"Christian Laettner","C-PF",4,13,0.308,"2000"
"Christian Laettner","C",1,3,0.333,"2000"
"Christian Laettner","PF",3,10,0.3,"2000"
"Raef LaFrentz","C",51,139,0.367,"2000"
"Trajan Langdon","SG",51,124,0.411,"2000"
"Dan Langhi","SF",0,1,0,"2000"
"Voshon Lenard","SG",147,382,0.385,"2000"
"Quincy Lewis","SF",9,25,0.36,"2000"
"Rashard Lewis","PF",123,285,0.432,"2000"
"Randy Livingston","PG",0,1,0,"2000"
"Grant Long","PF",4,15,0.267,"2000"
"Felipe López","SG-PG",19,52,0.365,"2000"
"Felipe López","SG",6,29,0.207,"2000"
"Felipe López","PG",13,23,0.565,"2000"
"Tyronn Lue","PG",11,34,0.324,"2000"
"George Lynch","SF",15,57,0.263,"2000"
"Don MacLean","SF",2,2,1,"2000"
"Mark Madsen","PF",1,1,1,"2000"
"Corey Maggette","SF",17,56,0.304,"2000"
"Jamaal Magloire","C",0,2,0,"2000"
"Dan Majerle","SG",57,181,0.315,"2000"
"Karl Malone*","PF",2,5,0.4,"2000"
"Matt Maloney","PG",51,142,0.359,"2000"
"Danny Manning","PF",7,28,0.25,"2000"
"Stephon Marbury","PG",110,335,0.328,"2000"
"Shawn Marion","SF",21,82,0.256,"2000"
"Donyell Marshall","SF",41,128,0.32,"2000"
"Darrick Martin","PG",14,27,0.519,"2000"
"Kenyon Martin","PF",1,11,0.091,"2000"
"Jamal Mashburn","SF",103,289,0.356,"2000"
"Desmond Mason","SF",18,67,0.269,"2000"
"Vernon Maxwell","PG",34,111,0.306,"2000"
"Vernon Maxwell","PG",21,64,0.328,"2000"
"Vernon Maxwell","PG",13,47,0.277,"2000"
"Walter McCarty","PF",19,56,0.339,"2000"
"George McCloud","SF",77,234,0.329,"2000"
"Tracy McGrady*","SG",59,166,0.355,"2000"
"Jeff McInnis","PG",52,144,0.361,"2000"
"Derrick McKey","SF",4,20,0.2,"2000"
"Aaron McKie","SG",53,170,0.312,"2000"
"Roshown McLeod","SF",2,22,0.091,"2000"
"Roshown McLeod","SF",2,21,0.095,"2000"
"Roshown McLeod","SF",0,1,0,"2000"
"Paul McPherson","PG",2,12,0.167,"2000"
"Paul McPherson","PG",0,6,0,"2000"
"Paul McPherson","PG",2,6,0.333,"2000"
"Stanislav Medvedenko","PF",1,1,1,"2000"
"Ron Mercer","SG",14,46,0.304,"2000"
"Chris Mihm","C",0,1,0,"2000"
"Darius Miles","SF",1,19,0.053,"2000"
"Andre Miller","PG",17,64,0.266,"2000"
"Brad Miller","C",1,5,0.2,"2000"
"Mike Miller","SF",148,364,0.407,"2000"
"Reggie Miller*","SG",170,464,0.366,"2000"
"Chris Mills","SF",7,25,0.28,"2000"
"Terry Mills","PF",3,17,0.176,"2000"
"Sam Mitchell","SF",9,43,0.209,"2000"
"Cuttino Mobley","SG",90,252,0.357,"2000"
"Nazr Mohammed","C",0,1,0,"2000"
"Nazr Mohammed","C",0,1,0,"2000"
"Jérôme Moïso","C",0,1,0,"2000"
"Mikki Moore","C",0,1,0,"2000"
"Hanno Möttölä","SF",0,3,0,"2000"
"Alonzo Mourning*","C",0,1,0,"2000"
"Chris Mullin*","SF",19,52,0.365,"2000"
"Lamond Murray","SF",61,165,0.37,"2000"
"Tracy Murray","SF",36,103,0.35,"2000"
"Tracy Murray","SF",7,23,0.304,"2000"
"Tracy Murray","SF",29,80,0.363,"2000"
"Lee Nailon","SF",0,1,0,"2000"
"Eduardo Nájera","PF",1,3,0.333,"2000"
"Steve Nash*","PG",89,219,0.406,"2000"
"Tyrone Nesby","SF-SG",49,180,0.272,"2000"
"Tyrone Nesby","SG",10,46,0.217,"2000"
"Tyrone Nesby","SF",39,134,0.291,"2000"
"Rasho Nesterović","C",0,1,0,"2000"
"Ira Newble","SF",4,9,0.444,"2000"
"Johnny Newman","SG",59,176,0.335,"2000"
"Moochie Norris","PG",25,89,0.281,"2000"
"Dirk Nowitzki","PF",151,390,0.387,"2000"
"Jermaine O'Neal","C",0,5,0,"2000"
"Shaquille O'Neal*","C",0,2,0,"2000"
"Charles Oakley","PF",11,49,0.224,"2000"
"Lamar Odom","PF",80,253,0.316,"2000"
"Hakeem Olajuwon*","C",0,1,0,"2000"
"Kevin Ollie","PG",1,3,0.333,"2000"
"Kevin Ollie","PG",1,3,0.333,"2000"
"Greg Ostertag","C",1,2,0.5,"2000"
"Bo Outlaw","PF",1,2,0.5,"2000"
"Doug Overton","PG",11,36,0.306,"2000"
"Doug Overton","PG",1,4,0.25,"2000"
"Doug Overton","PG",10,32,0.313,"2000"
"Billy Owens","PF",3,20,0.15,"2000"
"Robert Pack","PG",12,31,0.387,"2000"
"Scott Padgett","PF",5,9,0.556,"2000"
"Milt Palacio","PG",12,36,0.333,"2000"
"Cherokee Parks","C",0,6,0,"2000"
"Cherokee Parks","C",0,6,0,"2000"
"Ruben Patterson","SF",2,36,0.056,"2000"
"Gary Payton*","PG",102,272,0.375,"2000"
"Anthony Peeler","SG",100,256,0.391,"2000"
"Mike Penberthy","PG",55,139,0.396,"2000"
"Sam Perkins","PF",38,110,0.345,"2000"
"Elliot Perry","PG",1,5,0.2,"2000"
"Elliot Perry","PG",0,1,0,"2000"
"Elliot Perry","PG",1,4,0.25,"2000"
"Wesley Person","SG",34,84,0.405,"2000"
"Morris Peterson","SG",63,165,0.382,"2000"
"Eric Piatkowski","SG",120,297,0.404,"2000"
"Paul Pierce","SF",147,384,0.383,"2000"
"Scottie Pippen*","SF",64,186,0.344,"2000"
"Scot Pollard","C",0,2,0,"2000"
"Olden Polynice","C",0,1,0,"2000"
"Mark Pope","PF",5,24,0.208,"2000"
"Chris Porter","SF",0,5,0,"2000"
"Terry Porter","PG",87,205,0.424,"2000"
"James Posey","SF",65,217,0.3,"2000"
"Lavor Postell","SG",3,11,0.273,"2000"
"Brent Price","PG",1,4,0.25,"2000"
"Laron Profit","PG",7,26,0.269,"2000"
"Eldridge Recasner","PG",13,39,0.333,"2000"
"Michael Redd","SG",0,3,0,"2000"
"Bryant Reeves","C",1,4,0.25,"2000"
"Glen Rice","SF",82,211,0.389,"2000"
"Quentin Richardson","SG",50,151,0.331,"2000"
"Mitch Richmond*","SG",45,133,0.338,"2000"
"Isaiah Rider","SG",34,92,0.37,"2000"
"Terrance Roberson","SF",0,1,0,"2000"
"Clifford Robinson","PF",90,249,0.361,"2000"
"David Robinson*","C",0,1,0,"2000"
"Eddie Robinson","SF",2,4,0.5,"2000"
"Glenn Robinson","SF",55,184,0.299,"2000"
"Jamal Robinson","SF",0,2,0,"2000"
"James Robinson","PG",2,5,0.4,"2000"
"Larry Robinson","PG-SG",44,116,0.379,"2000"
"Larry Robinson","PG",44,116,0.379,"2000"
"Carlos Rogers","C",0,1,0,"2000"
"Rodney Rogers","SF",56,189,0.296,"2000"
"Sean Rooks","C",1,2,0.5,"2000"
"Jalen Rose","SF",59,174,0.339,"2000"
"Malik Rose","PF",3,17,0.176,"2000"
"Bryon Russell","SF",95,230,0.413,"2000"
"Arvydas Sabonis*","C",1,15,0.067,"2000"
"Pepe Sánchez","PG",0,1,0,"2000"
"Pepe Sánchez","PG",0,1,0,"2000"
"Detlef Schrempf","SF",3,8,0.375,"2000"
"Brian Shaw","SG",42,135,0.311,"2000"
"Joe Smith","PF",0,5,0,"2000"
"Michael Smith","PF",0,1,0,"2000"
"Mike Smith","SF",3,18,0.167,"2000"
"Steve Smith","SG",78,230,0.339,"2000"
"Tony Smith","SG",0,2,0,"2000"
"Eric Snow","PG",5,19,0.263,"2000"
"Latrell Sprewell","SF",41,135,0.304,"2000"
"Jerry Stackhouse","SG",166,473,0.351,"2000"
"John Starks","SG",64,182,0.352,"2000"
"Vladimir Stepania","C",1,4,0.25,"2000"
"DeShawn Stevenson","SG",1,12,0.083,"2000"
"Bryant Stith","SG",91,242,0.376,"2000"
"John Stockton*","PG",61,132,0.462,"2000"
"Peja Stojaković","SF",144,360,0.4,"2000"
"Damon Stoudamire","PG",82,219,0.374,"2000"
"Erick Strickland","PG",30,95,0.316,"2000"
"Erick Strickland","PG",16,47,0.34,"2000"
"Erick Strickland","PG",14,48,0.292,"2000"
"Mark Strickland","SF",1,2,0.5,"2000"
"Mark Strickland","SF",0,1,0,"2000"
"Mark Strickland","SF",1,1,1,"2000"
"Rod Strickland","PG",4,17,0.235,"2000"
"Rod Strickland","PG",4,16,0.25,"2000"
"Rod Strickland","PG",0,1,0,"2000"
"Derek Strong","PF",0,1,0,"2000"
"Bruno Šundov","C",0,4,0,"2000"
"Bob Sura","SG",47,172,0.273,"2000"
"Stromile Swift","PF",0,4,0,"2000"
"Wally Szczerbiak","SF",26,77,0.338,"2000"
"Maurice Taylor","SF",0,4,0,"2000"
"Jason Terry","SG",124,314,0.395,"2000"
"Jamel Thomas","SF",1,3,0.333,"2000"
"Kenny Thomas","PF",25,92,0.272,"2000"
"Kurt Thomas","PF",1,3,0.333,"2000"
"Tim Thomas","PF",107,260,0.412,"2000"
"Robert Traylor","C",0,2,0,"2000"
"Gary Trent","PF",0,1,0,"2000"
"Hedo Türkoğlu","SF",28,86,0.326,"2000"
"Nick Van Exel","PG",135,358,0.377,"2000"
"Keith Van Horn","SF",65,170,0.382,"2000"
"David Vanterpool","PG",0,6,0,"2000"
"Jacque Vaughn","PG",30,78,0.385,"2000"
"Antoine Walker","PF",221,603,0.367,"2000"
"Samaki Walker","PF",1,3,0.333,"2000"
"Ben Wallace","C",1,4,0.25,"2000"
"John Wallace","SF",2,15,0.133,"2000"
"Rasheed Wallace","PF",52,162,0.321,"2000"
"Charlie Ward","PG",67,175,0.383,"2000"
"Chris Webber","PF",2,28,0.071,"2000"
"Bonzi Wells","SF",17,50,0.34,"2000"
"David Wesley","SG",97,258,0.376,"2000"
"Doug West","SG",0,2,0,"2000"
"Jahidi White","C",0,1,0,"2000"
"Chris Whitney","PG",93,248,0.375,"2000"
"Aaron Williams","PF",0,2,0,"2000"
"Alvin Williams","SG",33,108,0.306,"2000"
"Eric Williams","SF",46,139,0.331,"2000"
"Jason Williams","PG",98,311,0.315,"2000"
"Jerome Williams","PF",0,3,0,"2000"
"Jerome Williams","PF",0,2,0,"2000"
"Jerome Williams","PF",0,1,0,"2000"
"Monty Williams","SF",1,13,0.077,"2000"
"Scott Williams","C",1,4,0.25,"2000"
"Shammond Williams","PG",61,133,0.459,"2000"
"Walt Williams","SF",98,248,0.395,"2000"
"Corliss Williamson","SF",0,2,0,"2000"
"Corliss Williamson","SF",0,2,0,"2000"
"Kevin Willis","C",1,6,0.167,"2000"
"Kevin Willis","C",0,2,0,"2000"
"Kevin Willis","C",1,4,0.25,"2000"
"Rub?n Wolkowyski","PF",0,2,0,"2000"
"Metta World Peace","SF",43,148,0.291,"2000"
"Lorenzen Wright","C",0,2,0,"2000"
"Wang Zhizhi","C",0,2,0,"2000"
