"Player","Pos","X3P","X3PA","X3P.","year"
"Udonis Haslem","PF",1,9,0.111,"2015"
"Spencer Hawes","PF",38,102,0.373,"2015"
"Gordon Hayward","SF",143,410,0.349,"2015"
"Gerald Henderson","SG",48,136,0.353,"2015"
"John Henson","C",0,1,0,"2015"
"Mario Hezonja","SF",67,192,0.349,"2015"
"Roy Hibbert","C",0,2,0,"2015"
"J.J. Hickson","C",0,1,0,"2015"
"J.J. Hickson","C",0,1,0,"2015"
"Nenê","PF",0,3,0,"2015"
"George Hill","PG",128,314,0.408,"2015"
"Jordan Hill","C",0,1,0,"2015"
"Solomon Hill","SF",24,74,0.324,"2015"
"Darrun Hilliard","SG",19,50,0.38,"2015"
"Kirk Hinrich","PG",24,62,0.387,"2015"
"Kirk Hinrich","PG",23,56,0.411,"2015"
"Kirk Hinrich","PG",1,6,0.167,"2015"
"Jrue Holiday","PG",87,259,0.336,"2015"
"Justin Holiday","SG",36,105,0.343,"2015"
"Justin Holiday","SG",10,45,0.222,"2015"
"Justin Holiday","SG",26,60,0.433,"2015"
"Rondae Hollis-Jefferson","SF",4,14,0.286,"2015"
"Richaun Holmes","PF",8,44,0.182,"2015"
"Rodney Hood","SG",161,449,0.359,"2015"
"Al Horford","C",88,256,0.344,"2015"
"Dwight Howard","C",0,6,0,"2015"
"Marcelo Huertas","PG",16,61,0.262,"2015"
"Josh Huestis","PF",4,6,0.667,"2015"
"Kris Humphries","PF",34,108,0.315,"2015"
"Kris Humphries","PF",23,67,0.343,"2015"
"Kris Humphries","PF",3,10,0.3,"2015"
"Kris Humphries","PF",8,31,0.258,"2015"
"R.J. Hunter","SG",19,63,0.302,"2015"
"Serge Ibaka","PF",60,184,0.326,"2015"
"Andre Iguodala","SF",54,154,0.351,"2015"
"Ersan İlyasova","PF",96,259,0.371,"2015"
"Ersan İlyasova","PF",78,215,0.363,"2015"
"Ersan İlyasova","PF",18,44,0.409,"2015"
"Joe Ingles","SF",81,210,0.386,"2015"
"Damien Inglis","SF",3,13,0.231,"2015"
"Kyrie Irving","PG",84,262,0.321,"2015"
"Jarrett Jack","PG",31,102,0.304,"2015"
"Reggie Jackson","PG",118,334,0.353,"2015"
"LeBron James","SF",87,282,0.309,"2015"
"Cory Jefferson","PF",0,1,0,"2015"
"Richard Jefferson","SF",66,173,0.382,"2015"
"John Jenkins","SG",16,51,0.314,"2015"
"John Jenkins","SG",3,19,0.158,"2015"
"John Jenkins","SG",13,32,0.406,"2015"
"Brandon Jennings","PG",51,155,0.329,"2015"
"Brandon Jennings","PG",24,77,0.312,"2015"
"Brandon Jennings","PG",27,78,0.346,"2015"
"Jonas Jerebko","PF",43,108,0.398,"2015"
"Amir Johnson","PF",10,43,0.233,"2015"
"Chris Johnson","SF",27,99,0.273,"2015"
"James Johnson","PF",20,66,0.303,"2015"
"Joe Johnson","SF",120,313,0.383,"2015"
"Joe Johnson","SF",85,229,0.371,"2015"
"Joe Johnson","SF",35,84,0.417,"2015"
"Orlando Johnson","SG",2,10,0.2,"2015"
"Orlando Johnson","SG",1,5,0.2,"2015"
"Orlando Johnson","SG",1,5,0.2,"2015"
"Stanley Johnson","SF",63,205,0.307,"2015"
"Tyler Johnson","SG",27,71,0.38,"2015"
"Wesley Johnson","SF",103,309,0.333,"2015"
"Nikola Jokić","C",28,84,0.333,"2015"
"Dahntay Jones","SF",1,2,0.5,"2015"
"James Jones","SF",41,104,0.394,"2015"
"Terrence Jones","PF",25,79,0.316,"2015"
"Tyus Jones","PG",16,53,0.302,"2015"
"DeAndre Jordan","C",0,1,0,"2015"
"Cory Joseph","SG",30,110,0.273,"2015"
"Chris Kaman","C",1,4,0.25,"2015"
"Frank Kaminsky","C",68,202,0.337,"2015"
"Enes Kanter","C",10,21,0.476,"2015"
"Sergey Karasev","SF",11,37,0.297,"2015"
"Ryan Kelly","PF",5,37,0.135,"2015"
"Michael Kidd-Gilchrist","SF",3,7,0.429,"2015"
"Sean Kilpatrick","SG",39,114,0.342,"2015"
"Sean Kilpatrick","SG",4,17,0.235,"2015"
"Sean Kilpatrick","SG",35,97,0.361,"2015"
"Brandon Knight","SG",120,351,0.342,"2015"
"Kyle Korver","SG",158,397,0.398,"2015"
"Jeremy Lamb","SG",56,181,0.309,"2015"
"Carl Landry","PF",6,13,0.462,"2015"
"Shane Larkin","PG",39,108,0.361,"2015"
"Joffrey Lauvergne","C",13,53,0.245,"2015"
"Zach LaVine","SG",123,316,0.389,"2015"
"Ty Lawson","PG",36,108,0.333,"2015"
"Ty Lawson","PG",31,94,0.33,"2015"
"Ty Lawson","PG",5,14,0.357,"2015"
"Courtney Lee","SG",82,217,0.378,"2015"
"Courtney Lee","SG",51,138,0.37,"2015"
"Courtney Lee","SG",31,79,0.392,"2015"
"David Lee","PF",0,1,0,"2015"
"David Lee","PF",0,1,0,"2015"
"Alex Len","C",1,7,0.143,"2015"
"Kawhi Leonard","SF",129,291,0.443,"2015"
"Meyers Leonard","PF",86,228,0.377,"2015"
"Jon Leuer","PF",42,110,0.382,"2015"
"Damian Lillard","PG",229,610,0.375,"2015"
"Jeremy Lin","SG",76,226,0.336,"2015"
"Shaun Livingston","PG",2,12,0.167,"2015"
"Kevon Looney","PF",1,2,0.5,"2015"
"Brook Lopez","C",2,14,0.143,"2015"
"Robin Lopez","C",0,1,0,"2015"
"Kevin Love","PF",158,439,0.36,"2015"
"Kyle Lowry","PG",212,547,0.388,"2015"
"Trey Lyles","PF",49,128,0.383,"2015"
"Shelvin Mack","PG",39,125,0.312,"2015"
"Shelvin Mack","PG",4,27,0.148,"2015"
"Shelvin Mack","PG",35,98,0.357,"2015"
"Devyn Marble","SG",8,32,0.25,"2015"
"Kendall Marshall","PG",16,49,0.327,"2015"
"Jarell Martin","PF",0,2,0,"2015"
"Kevin Martin","SG",49,136,0.36,"2015"
"Kevin Martin","SG",38,103,0.369,"2015"
"Kevin Martin","SG",11,33,0.333,"2015"
"Wesley Matthews","SF",189,525,0.36,"2015"
"O.J. Mayo","SG",52,162,0.321,"2015"
"Luc Mbah a Moute","PF",13,40,0.325,"2015"
"James Michael McAdoo","PF",1,2,0.5,"2015"
"Ray McCallum","PG",15,42,0.357,"2015"
"Ray McCallum","PG",5,16,0.313,"2015"
"Ray McCallum","PG",10,26,0.385,"2015"
"CJ McCollum","SG",197,472,0.417,"2015"
"T.J. McConnell","PG",31,89,0.348,"2015"
"Chris McCullough","PF",13,34,0.382,"2015"
"K.J. McDaniels","SF",7,25,0.28,"2015"
"Doug McDermott","SF",110,259,0.425,"2015"
"Mitch McGary","PF",0,4,0,"2015"
"JaVale McGee","C",0,1,0,"2015"
"Ben McLemore","SG",67,185,0.362,"2015"
"Jordan McRae","PG",10,22,0.455,"2015"
"Jordan McRae","PG",3,11,0.273,"2015"
"Jordan McRae","PG",7,11,0.636,"2015"
"Josh McRoberts","PF",12,49,0.245,"2015"
"Jodie Meeks","SG",4,9,0.444,"2015"
"Salah Mejri","C",0,1,0,"2015"
"Khris Middleton","SG",143,361,0.396,"2015"
"C.J. Miles","SF",142,387,0.367,"2015"
"Andre Miller","PG",2,8,0.25,"2015"
"Andre Miller","PG",1,4,0.25,"2015"
"Andre Miller","PG",1,4,0.25,"2015"
"Mike Miller","SF",19,52,0.365,"2015"
"Patty Mills","PG",123,320,0.384,"2015"
"Elijah Millsap","SG",1,12,0.083,"2015"
"Paul Millsap","PF",74,232,0.319,"2015"
"Nikola Mirotić","PF",135,346,0.39,"2015"
"Greg Monroe","C",0,1,0,"2015"
"Luis Montero","SG",1,9,0.111,"2015"
"E'Twaun Moore","SG",47,104,0.452,"2015"
"Marcus Morris","SF",108,298,0.362,"2015"
"Markieff Morris","PF",47,155,0.303,"2015"
"Markieff Morris","PF",22,76,0.289,"2015"
"Markieff Morris","PF",25,79,0.316,"2015"
"Anthony Morrow","SG",79,204,0.387,"2015"
"Donatas Motiejūnas","PF",16,57,0.281,"2015"
"Timofey Mozgov","C",1,7,0.143,"2015"
"Emmanuel Mudiay","PG",74,232,0.319,"2015"
"Shabazz Muhammad","SF",44,152,0.289,"2015"
"Xavier Munford","SG",9,23,0.391,"2015"
"Mike Muscala","C",12,39,0.308,"2015"
"Larry Nance Jr.","PF",1,10,0.1,"2015"
"Shabazz Napier","PG",34,104,0.327,"2015"
"Gary Neal","SG",41,100,0.41,"2015"
"Jameer Nelson","PG",43,144,0.299,"2015"
"Raul Neto","PG",64,162,0.395,"2015"
"Andrew Nicholson","PF",41,114,0.36,"2015"
"Joakim Noah","C",0,1,0,"2015"
"Nerlens Noel","C",1,2,0.5,"2015"
"Lucas Nogueira","C",1,3,0.333,"2015"
"Steve Novak","PF",7,15,0.467,"2015"
"Steve Novak","PF",5,9,0.556,"2015"
"Steve Novak","PF",2,6,0.333,"2015"
"Dirk Nowitzki","PF",126,342,0.368,"2015"
"Jusuf Nurkić","C",0,3,0,"2015"
"Johnny O'Bryant","PF",1,1,1,"2015"
"Kyle O'Quinn","PF",5,22,0.227,"2015"
"Jahlil Okafor","C",1,6,0.167,"2015"
"Victor Oladipo","SG",98,282,0.348,"2015"
"Kelly Olynyk","C",85,210,0.405,"2015"
"Kelly Oubre Jr.","SF",25,79,0.316,"2015"
"Zaza Pachulia","C",0,3,0,"2015"
"Kostas Papanikolaou","SF",10,32,0.313,"2015"
"Jabari Parker","PF",9,35,0.257,"2015"
"Tony Parker","PG",27,65,0.415,"2015"
"Chandler Parsons","SF",104,251,0.414,"2015"
"Lamar Patterson","SG",12,49,0.245,"2015"
"Patrick Patterson","PF",106,293,0.362,"2015"
"Chris Paul","PG",122,329,0.371,"2015"
"Adreian Payne","PF",9,32,0.281,"2015"
"Cameron Payne","PG",36,111,0.324,"2015"
"Elfrid Payton","PG",30,92,0.326,"2015"
"Paul Pierce","SF",75,242,0.31,"2015"
"Tibor Pleiß","C",0,2,0,"2015"
"Mason Plumlee","C",0,4,0,"2015"
"Otto Porter","SF",98,267,0.367,"2015"
"Bobby Portis","PF",16,52,0.308,"2015"
"Kristaps Porziņģis","PF",81,243,0.333,"2015"
"Dwight Powell","PF",2,16,0.125,"2015"
"Norman Powell","SG",36,89,0.404,"2015"
"Phil Pressey","PG",4,18,0.222,"2015"
"Phil Pressey","PG",4,13,0.308,"2015"
"Phil Pressey","PG",0,5,0,"2015"
"Ronnie Price","PG",68,196,0.347,"2015"
"Pablo Prigioni","PG",28,95,0.295,"2015"
"Tayshaun Prince","SF",4,23,0.174,"2015"
"Julius Randle","PF",10,36,0.278,"2015"
"Zach Randolph","PF",6,26,0.231,"2015"
"J.J. Redick","SG",200,421,0.475,"2015"
"Josh Richardson","SG",53,115,0.461,"2015"
"Austin Rivers","SG",62,185,0.335,"2015"
"Andre Roberson","SG",32,103,0.311,"2015"
"Brian Roberts","PG",15,42,0.357,"2015"
"Brian Roberts","PG",9,27,0.333,"2015"
"Brian Roberts","PG",6,15,0.4,"2015"
"Glenn Robinson III","SF",14,37,0.378,"2015"
"Nate Robinson","PG",0,1,0,"2015"
"Thomas Robinson","PF",0,1,0,"2015"
"Rajon Rondo","PG",62,170,0.365,"2015"
"Derrick Rose","PG",44,150,0.293,"2015"
"Terrence Ross","SF",131,339,0.386,"2015"
"Terry Rozier","PG",6,27,0.222,"2015"
"Ricky Rubio","PG",62,190,0.326,"2015"
"Damjan Rudež","SF",17,50,0.34,"2015"
"Brandon Rush","SG",65,157,0.414,"2015"
"D'Angelo Russell","PG",130,370,0.351,"2015"
"JaKarr Sampson","SF",14,63,0.222,"2015"
"JaKarr Sampson","SF",6,34,0.176,"2015"
"JaKarr Sampson","SF",8,29,0.276,"2015"
"Dennis Schröder","PG",77,239,0.322,"2015"
"Luis Scola","PF",65,161,0.404,"2015"
"Mike Scott","PF",62,158,0.392,"2015"
"Thabo Sefolosha","SF",42,124,0.339,"2015"
"Kevin Séraphin","C",0,2,0,"2015"
"Ramon Sessions","PG",36,111,0.324,"2015"
"Iman Shumpert","SG",43,146,0.295,"2015"
"Jonathon Simmons","SG",18,47,0.383,"2015"
"Kyle Singler","SF",30,97,0.309,"2015"
"Donald Sloan","PG",38,99,0.384,"2015"
"Marcus Smart","PG",61,241,0.253,"2015"
"Ish Smith","PG",56,170,0.329,"2015"
"Ish Smith","PG",10,33,0.303,"2015"
"Ish Smith","PG",46,137,0.336,"2015"
"J.R. Smith","SG",204,510,0.4,"2015"
"Jason Smith","C",4,16,0.25,"2015"
"Josh Smith","PF",41,143,0.287,"2015"
"Josh Smith","PF",18,58,0.31,"2015"
"Josh Smith","PF",23,85,0.271,"2015"
"Russ Smith","PG",1,5,0.2,"2015"
"Tony Snell","SF",56,155,0.361,"2015"
"Marreese Speights","C",24,62,0.387,"2015"
"Tiago Splitter","C",0,2,0,"2015"
"Nik Stauskas","SG",106,325,0.326,"2015"
"Lance Stephenson","SF",30,78,0.385,"2015"
"Lance Stephenson","SF",19,47,0.404,"2015"
"Lance Stephenson","SF",11,31,0.355,"2015"
"Rodney Stuckey","PG",20,83,0.241,"2015"
"Jared Sullinger","PF",29,103,0.282,"2015"
"Jeff Teague","PG",110,275,0.4,"2015"
"Mirza Teletović","PF",181,460,0.393,"2015"
"Garrett Temple","SF",89,258,0.345,"2015"
"Jason Terry","SG",93,261,0.356,"2015"
"Isaiah Thomas","PG",167,465,0.359,"2015"
"Lance Thomas","PF",44,109,0.404,"2015"
"Hollis Thompson","SG",149,392,0.38,"2015"
"Jason Thompson","C",5,15,0.333,"2015"
"Jason Thompson","C",5,15,0.333,"2015"
"Klay Thompson","SG",276,650,0.425,"2015"
"Marcus Thornton","SG",91,270,0.337,"2015"
"Marcus Thornton","SG",73,216,0.338,"2015"
"Marcus Thornton","SG",18,54,0.333,"2015"
"Anthony Tolliver","PF",98,272,0.36,"2015"
"Axel Toupane","SF",13,40,0.325,"2015"
"Karl-Anthony Towns","C",30,88,0.341,"2015"
"P.J. Tucker","SF",68,206,0.33,"2015"
"Evan Turner","SG",20,83,0.241,"2015"
"Myles Turner","C",3,14,0.214,"2015"
"Beno Udrih","PG",15,44,0.341,"2015"
"Beno Udrih","PG",4,11,0.364,"2015"
"Beno Udrih","PG",11,33,0.333,"2015"
"Anderson Varejão","C",0,1,0,"2015"
"Anderson Varejão","C",0,1,0,"2015"
"Greivis Vásquez","PG",18,73,0.247,"2015"
"Rashad Vaughn","SG",43,147,0.293,"2015"
"Charlie Villanueva","PF",47,172,0.273,"2015"
"Noah Vonleh","PF",11,46,0.239,"2015"
"Nikola Vučević","C",2,9,0.222,"2015"
"Sasha Vujačić","SG",52,143,0.364,"2015"
"Dwyane Wade","SG",7,44,0.159,"2015"
"Dion Waiters","SG",86,240,0.358,"2015"
"Kemba Walker","PG",182,490,0.371,"2015"
"John Wall","PG",115,328,0.351,"2015"
"T.J. Warren","SF",28,70,0.4,"2015"
"C.J. Watson","PG",14,48,0.292,"2015"
"Briante Weber","PG",0,5,0,"2015"
"Briante Weber","PG",0,5,0,"2015"
"Sonny Weems","SG-SF",15,41,0.366,"2015"
"Sonny Weems","SG",13,32,0.406,"2015"
"Sonny Weems","SF",2,9,0.222,"2015"
"David West","PF",3,7,0.429,"2015"
"Russell Westbrook","PG",101,341,0.296,"2015"
"Shayne Whittington","PF",0,2,0,"2015"
"Andrew Wiggins","SF",57,190,0.3,"2015"
"C.J. Wilcox","SG",9,23,0.391,"2015"
"Deron Williams","PG",97,282,0.344,"2015"
"Derrick Williams","SF",44,150,0.293,"2015"
"Elliot Williams","PG",1,4,0.25,"2015"
"Lou Williams","SG",110,320,0.344,"2015"
"Marvin Williams","PF",152,378,0.402,"2015"
"Mo Williams","PG",36,102,0.353,"2015"
"Justise Winslow","SF",32,116,0.276,"2015"
"Jeff Withey","C",0,2,0,"2015"
"Christian Wood","PF",4,11,0.364,"2015"
"Metta World Peace","SF",26,84,0.31,"2015"
"Delon Wright","PG",5,13,0.385,"2015"
"Tony Wroten","PG",3,17,0.176,"2015"
"James Young","SG",6,26,0.231,"2015"
"Joe Young","PG",10,46,0.217,"2015"
"Nick Young","SG",77,237,0.325,"2015"
"Thaddeus Young","PF",7,30,0.233,"2015"
"Cody Zeller","C",1,10,0.1,"2015"
