"Player","Pos","X3P","X3PA","X3P.","year"
"Mike Conley","PG",138,335,0.412,"2020"
"Pat Connaughton","SG",101,272,0.371,"2020"
"Quinn Cook","PG",11,26,0.423,"2020"
"Quinn Cook","PG",5,13,0.385,"2020"
"Quinn Cook","PG",6,13,0.462,"2020"
"Tyler Cook","SF-PF",1,2,0.5,"2020"
"Tyler Cook","SF",1,2,0.5,"2020"
"DeMarcus Cousins","C",47,135,0.348,"2020"
"DeMarcus Cousins","C",39,116,0.336,"2020"
"DeMarcus Cousins","C",8,19,0.421,"2020"
"Robert Covington","PF",135,356,0.379,"2020"
"Torrey Craig","SF",39,106,0.368,"2020"
"Torrey Craig","SF",8,22,0.364,"2020"
"Torrey Craig","SF",31,84,0.369,"2020"
"Jae Crowder","PF",148,380,0.389,"2020"
"Jarrett Culver","SG",13,53,0.245,"2020"
"Seth Curry","SG",126,280,0.45,"2020"
"Stephen Curry","PG",337,801,0.421,"2020"
"Nate Darling","SG",2,7,0.286,"2020"
"Anthony Davis","PF",26,100,0.26,"2020"
"Terence Davis","SG",98,267,0.367,"2020"
"Terence Davis","SG",44,122,0.361,"2020"
"Terence Davis","SG",54,145,0.372,"2020"
"Gabriel Deck","PF",2,15,0.133,"2020"
"Dewayne Dedmon","C",1,5,0.2,"2020"
"Matthew Dellavedova","PG",4,25,0.16,"2020"
"DeMar DeRozan","PF",19,74,0.257,"2020"
"Mamadi Diakite","PF",1,8,0.125,"2020"
"Hamidou Diallo","SG-SF",28,82,0.341,"2020"
"Hamidou Diallo","SG",12,41,0.293,"2020"
"Hamidou Diallo","SF",16,41,0.39,"2020"
"Gorgui Dieng","C",30,70,0.429,"2020"
"Gorgui Dieng","C",23,48,0.479,"2020"
"Gorgui Dieng","C",7,22,0.318,"2020"
"Spencer Dinwiddie","SG",2,7,0.286,"2020"
"Donte DiVincenzo","SG",131,346,0.379,"2020"
"Luka Dončić","PG",192,548,0.35,"2020"
"Luguentz Dort","SG",113,329,0.343,"2020"
"Damyean Dotson","SG",46,159,0.289,"2020"
"Devon Dotson","PG",1,7,0.143,"2020"
"Sekou Doumbouya","PF",26,115,0.226,"2020"
"PJ Dozier","SG",47,149,0.315,"2020"
"Goran Dragić","PG",91,244,0.373,"2020"
"Andre Drummond","C",0,8,0,"2020"
"Andre Drummond","C",0,8,0,"2020"
"Jared Dudley","PF",2,6,0.333,"2020"
"Kris Dunn","PG",0,2,0,"2020"
"Kevin Durant","PF",85,189,0.45,"2020"
"Anthony Edwards","SG",171,520,0.329,"2020"
"Carsen Edwards","SG",18,63,0.286,"2020"
"CJ Elleby","SF",7,34,0.206,"2020"
"Henry Ellenson","PF",2,9,0.222,"2020"
"Wayne Ellington","SG",116,275,0.422,"2020"
"Joel Embiid","C",58,154,0.377,"2020"
"James Ennis","SF",45,104,0.433,"2020"
"Drew Eubanks","C",2,2,1,"2020"
"Dante Exum","SG",2,11,0.182,"2020"
"Derrick Favors","C",0,2,0,"2020"
"Cristiano Felício","C",0,2,0,"2020"
"Terrance Ferguson","SG",0,5,0,"2020"
"Bruno Fernando","C",0,2,0,"2020"
"Yogi Ferrell","PG",9,28,0.321,"2020"
"Yogi Ferrell","PG",3,9,0.333,"2020"
"Yogi Ferrell","PG",6,19,0.316,"2020"
"Dorian Finney-Smith","PF",119,302,0.394,"2020"
"Malik Fitts","PF",1,2,0.5,"2020"
"Malachi Flynn","PG",54,168,0.321,"2020"
"Bryn Forbes","SG",154,341,0.452,"2020"
"Trent Forrest","PG",5,26,0.192,"2020"
"Evan Fournier","SF-SG",117,283,0.413,"2020"
"Evan Fournier","SF",73,188,0.388,"2020"
"Evan Fournier","SG",44,95,0.463,"2020"
"De'Aaron Fox","PG",103,320,0.322,"2020"
"Robert Franks","PF",5,15,0.333,"2020"
"Tim Frazier","PG",0,8,0,"2020"
"Markelle Fultz","PG",4,16,0.25,"2020"
"Wenyen Gabriel","PF",13,32,0.406,"2020"
"Danilo Gallinari","PF",103,254,0.406,"2020"
"Langston Galloway","SG",36,85,0.424,"2020"
"Darius Garland","PG",105,266,0.395,"2020"
"Marc Gasol","C",50,122,0.41,"2020"
"Rudy Gay","PF",106,278,0.381,"2020"
"Paul George","SF",171,416,0.411,"2020"
"Taj Gibson","PF",3,15,0.2,"2020"
"Harry Giles","C",8,23,0.348,"2020"
"Shai Gilgeous-Alexander","SG",71,170,0.418,"2020"
"Anthony Gill","PF",7,24,0.292,"2020"
"Rudy Gobert","C",0,4,0,"2020"
"Brandon Goodwin","PG",32,103,0.311,"2020"
"Aaron Gordon","PF",59,176,0.335,"2020"
"Aaron Gordon","PF",42,112,0.375,"2020"
"Aaron Gordon","PF",17,64,0.266,"2020"
"Eric Gordon","SG",69,210,0.329,"2020"
"Devonte' Graham","PG",179,477,0.375,"2020"
"Jerami Grant","SF",115,329,0.35,"2020"
"Danny Green","SF",175,432,0.405,"2020"
"Draymond Green","PF",34,126,0.27,"2020"
"JaMychal Green","PF",79,198,0.399,"2020"
"Javonte Green","SG-PG",10,30,0.333,"2020"
"Javonte Green","SG",7,22,0.318,"2020"
"Javonte Green","PG",3,8,0.375,"2020"
"Jeff Green","C",103,250,0.412,"2020"
"Josh Green","SG",4,25,0.16,"2020"
"Blake Griffin","PF",70,205,0.341,"2020"
"Blake Griffin","PF",39,124,0.315,"2020"
"Blake Griffin","PF",31,81,0.383,"2020"
"Kyle Guy","PG",13,46,0.283,"2020"
"Rui Hachimura","PF",45,137,0.328,"2020"
"Tyrese Haliburton","PG",121,296,0.409,"2020"
"Josh Hall","SF",4,37,0.108,"2020"
"R.J. Hampton","SG-PG",27,87,0.31,"2020"
"R.J. Hampton","PG",5,18,0.278,"2020"
"R.J. Hampton","SG",22,69,0.319,"2020"
"Tim Hardaway Jr.","SG",207,529,0.391,"2020"
"James Harden","PG-SG",121,334,0.362,"2020"
"James Harden","SG",25,72,0.347,"2020"
"James Harden","PG",96,262,0.366,"2020"
"Maurice Harkless","PF-SF",23,84,0.274,"2020"
"Maurice Harkless","SF",5,11,0.455,"2020"
"Maurice Harkless","PF",18,73,0.247,"2020"
"Jared Harper","PG",0,1,0,"2020"
"Montrezl Harrell","C",0,10,0,"2020"
"Gary Harris","SG",48,141,0.34,"2020"
"Gary Harris","SG",24,75,0.32,"2020"
"Gary Harris","SG",24,66,0.364,"2020"
"Jalen Harris","SG",17,36,0.472,"2020"
"Joe Harris","SF",211,444,0.475,"2020"
"Tobias Harris","PF",82,208,0.394,"2020"
"Shaquille Harrison","SG",3,16,0.188,"2020"
"Shaquille Harrison","SG",0,2,0,"2020"
"Shaquille Harrison","SG",3,14,0.214,"2020"
"Josh Hart","SF",63,193,0.326,"2020"
"Isaiah Hartenstein","C",2,6,0.333,"2020"
"Isaiah Hartenstein","C",2,6,0.333,"2020"
"Jaxson Hayes","C",6,14,0.429,"2020"
"Killian Hayes","PG",20,72,0.278,"2020"
"Gordon Hayward","SF",85,205,0.415,"2020"
"Juan Hernangómez","PF",55,168,0.327,"2020"
"Willy Hernangómez","C",1,10,0.1,"2020"
"Tyler Herro","SG",107,297,0.36,"2020"
"Buddy Hield","SG",282,721,0.391,"2020"
"George Hill","PG",31,80,0.388,"2020"
"George Hill","PG",22,57,0.386,"2020"
"George Hill","PG",9,23,0.391,"2020"
"Solomon Hill","PF",68,212,0.321,"2020"
"Nate Hinton","SG",4,19,0.211,"2020"
"Jaylen Hoard","SF",0,11,0,"2020"
"Aaron Holiday","PG",67,182,0.368,"2020"
"Jrue Holiday","PG",111,283,0.392,"2020"
"Justin Holiday","SG",173,453,0.382,"2020"
"Rondae Hollis-Jefferson","PF",0,1,0,"2020"
"Richaun Holmes","C",2,11,0.182,"2020"
"Rodney Hood","SF",34,113,0.301,"2020"
"Rodney Hood","SF",25,84,0.298,"2020"
"Rodney Hood","SF",9,29,0.31,"2020"
"Al Horford","C",56,152,0.368,"2020"
"Talen Horton-Tucker","SG",37,131,0.282,"2020"
"Danuel House","SF",54,156,0.346,"2020"
"Dwight Howard","C",5,20,0.25,"2020"
"Markus Howard","SG",18,65,0.277,"2020"
"Kevin Huerter","SG",140,386,0.363,"2020"
"Elijah Hughes","SF",8,23,0.348,"2020"
"De'Andre Hunter","SF",31,95,0.326,"2020"
"Chandler Hutchison","SF",8,22,0.364,"2020"
"Chandler Hutchison","SF",1,3,0.333,"2020"
"Chandler Hutchison","SF",7,19,0.368,"2020"
"Serge Ibaka","C",39,115,0.339,"2020"
"Andre Iguodala","SF",60,182,0.33,"2020"
"Ersan İlyasova","PF",18,41,0.439,"2020"
"Joe Ingles","SF",183,406,0.451,"2020"
"Brandon Ingram","SF",143,375,0.381,"2020"
"Kyrie Irving","PG",152,378,0.402,"2020"
"Wesley Iwundu","SF",5,41,0.122,"2020"
"Wesley Iwundu","SF",3,23,0.13,"2020"
"Wesley Iwundu","SF",2,18,0.111,"2020"
"Frank Jackson","PG",61,150,0.407,"2020"
"Jaren Jackson Jr.","C",17,60,0.283,"2020"
"Josh Jackson","SG",77,257,0.3,"2020"
"Justin Jackson","SF",36,117,0.308,"2020"
"Justin Jackson","SF",34,111,0.306,"2020"
"Justin Jackson","G-F",2,6,0.333,"2020"
"Reggie Jackson","SG",122,282,0.433,"2020"
"Justin James","SF",14,38,0.368,"2020"
"LeBron James","PG",104,285,0.365,"2020"
"Mike James","PG",11,31,0.355,"2020"
"DaQuan Jeffries","SG",20,67,0.299,"2020"
"DaQuan Jeffries","SG",9,28,0.321,"2020"
"DaQuan Jeffries","SG",11,39,0.282,"2020"
"Ty Jerome","SG",71,168,0.423,"2020"
"Isaiah Joe","SG",39,106,0.368,"2020"
"Alize Johnson","PF",1,6,0.167,"2020"
"Cameron Johnson","PF",117,335,0.349,"2020"
"James Johnson","PF",31,120,0.258,"2020"
"James Johnson","PF",15,60,0.25,"2020"
"James Johnson","PF",16,60,0.267,"2020"
"Keldon Johnson","SF",60,181,0.331,"2020"
"Stanley Johnson","PF",45,137,0.328,"2020"
"Tyler Johnson","SG",48,132,0.364,"2020"
"Nikola Jokić","C",92,237,0.388,"2020"
"Damian Jones","C",1,5,0.2,"2020"
"Damian Jones","C",0,1,0,"2020"
"Damian Jones","C",1,4,0.25,"2020"
"Derrick Jones Jr.","SF",43,136,0.316,"2020"
"Mason Jones","SG",24,66,0.364,"2020"
"Mason Jones","SG",23,64,0.359,"2020"
"Mason Jones","SG",1,2,0.5,"2020"
"Tre Jones","PG",3,5,0.6,"2020"
"Tyus Jones","PG",45,140,0.321,"2020"
"DeAndre Jordan","C",0,1,0,"2020"
"Cory Joseph","PG",45,132,0.341,"2020"
"Cory Joseph","PG",31,94,0.33,"2020"
"Cory Joseph","PG",14,38,0.368,"2020"
"Mfiondu Kabengele","PF",13,50,0.26,"2020"
"Mfiondu Kabengele","PF",4,18,0.222,"2020"
"Mfiondu Kabengele","PF",9,32,0.281,"2020"
"Frank Kaminsky","C",31,85,0.365,"2020"
"Enes Kanter","C",1,4,0.25,"2020"
"Luke Kennard","SG",100,224,0.446,"2020"
"Louis King","SF",4,11,0.364,"2020"
"Maxi Kleber","PF",87,212,0.41,"2020"
"Nathan Knight","PF",6,33,0.182,"2020"
"Kevin Knox","SF",35,89,0.393,"2020"
"John Konchar","SG",21,56,0.375,"2020"
"Furkan Korkmaz","SG",101,269,0.375,"2020"
"Luke Kornet","C-PF",15,59,0.254,"2020"
"Luke Kornet","PF",6,23,0.261,"2020"
"Luke Kornet","C",9,36,0.25,"2020"
"Rodions Kurucs","SF-PF",6,21,0.286,"2020"
"Rodions Kurucs","PF",1,2,0.5,"2020"
"Rodions Kurucs","SF",2,15,0.133,"2020"
"Rodions Kurucs","SF",3,4,0.75,"2020"
"Kyle Kuzma","SF",137,380,0.361,"2020"
"Anthony Lamb","SF",23,71,0.324,"2020"
"Jeremy Lamb","SG",52,128,0.406,"2020"
"Romeo Langford","SG",5,18,0.278,"2020"
"Zach LaVine","SG",200,477,0.419,"2020"
"Jake Layman","SF",23,78,0.295,"2020"
"Jalen Lecque","PG",0,1,0,"2020"
"Damion Lee","SG",77,194,0.397,"2020"
"Saben Lee","PG",8,23,0.348,"2020"
"Alex Len","C",8,25,0.32,"2020"
"Alex Len","C",3,6,0.5,"2020"
"Alex Len","C",5,19,0.263,"2020"
"Kawhi Leonard","SF",101,254,0.398,"2020"
"Meyers Leonard","C",3,7,0.429,"2020"
"Caris LeVert","SG",84,258,0.326,"2020"
"Caris LeVert","SG",22,63,0.349,"2020"
"Caris LeVert","SG",62,195,0.318,"2020"
"Kira Lewis Jr.","PG",40,120,0.333,"2020"
"Damian Lillard","PG",275,704,0.391,"2020"
"Nassir Little","PF",28,80,0.35,"2020"
"Kevon Looney","C",4,17,0.235,"2020"
"Brook Lopez","C",95,281,0.338,"2020"
"Robin Lopez","C",5,18,0.278,"2020"
"Didi Louzada","SF",2,8,0.25,"2020"
"Kevin Love","PF",57,156,0.365,"2020"
"Kyle Lowry","PG",131,331,0.396,"2020"
"Timothé Luwawu-Cabarrot","SF",75,239,0.314,"2020"
"Trey Lyles","PF",14,40,0.35,"2020"
"Will Magnay","C",0,1,0,"2020"
"Thon Maker","C",0,2,0,"2020"
"Théo Maledon","PG",105,313,0.335,"2020"
"Karim Mané","PG",1,2,0.5,"2020"
"Terance Mann","SG",38,91,0.418,"2020"
"Nico Mannion","PG",22,60,0.367,"2020"
"Boban Marjanović","C",1,8,0.125,"2020"
"Lauri Markkanen","PF",119,296,0.402,"2020"
"Naji Marshall","SF",29,83,0.349,"2020"
"Caleb Martin","SF",31,125,0.248,"2020"
"Cody Martin","SF",16,58,0.276,"2020"
"Jeremiah Martin","PG",3,12,0.25,"2020"
"Kelan Martin","SF",24,60,0.4,"2020"
"Kenyon Martin Jr.","SF",35,96,0.365,"2020"
"Frank Mason III","PG",2,5,0.4,"2020"
"Garrison Mathews","SG",76,198,0.384,"2020"
"Dakota Mathias","SG",8,26,0.308,"2020"
"Wesley Matthews","SG",66,197,0.335,"2020"
"Tyrese Maxey","SG",31,103,0.301,"2020"
"Skylar Mays","SG",14,40,0.35,"2020"
"CJ McCollum","SG",169,420,0.402,"2020"
"T.J. McConnell","PG",15,48,0.313,"2020"
"Jaden McDaniels","PF",72,198,0.364,"2020"
"Jalen McDaniels","SF",35,105,0.333,"2020"
"Doug McDermott","PF",111,286,0.388,"2020"
"Sean McDermott","SF",5,22,0.227,"2020"
"JaVale McGee","C",5,24,0.208,"2020"
"JaVale McGee","C",5,20,0.25,"2020"
"JaVale McGee","C",0,4,0,"2020"
"Rodney McGruder","SG",11,24,0.458,"2020"
"Alfonzo McKinnie","SF",16,39,0.41,"2020"
"Jordan McLaughlin","PG",33,92,0.359,"2020"
"Ben McLemore","SG",97,280,0.346,"2020"
"Ben McLemore","SG",55,166,0.331,"2020"
"Ben McLemore","SG",42,114,0.368,"2020"
"Nicolò Melli","PF",23,85,0.271,"2020"
"Nicolò Melli","PF",7,37,0.189,"2020"
"Nicolò Melli","PF",16,48,0.333,"2020"
"De'Anthony Melton","PG",87,211,0.412,"2020"
"Sam Merrill","SG",21,47,0.447,"2020"
"Chimezie Metu","C",13,37,0.351,"2020"
"Khris Middleton","SF",151,365,0.414,"2020"
"Darius Miller","SF",17,42,0.405,"2020"
"Patty Mills","PG",161,429,0.375,"2020"
"Paul Millsap","PF",49,143,0.343,"2020"
"Shake Milton","SG",71,203,0.35,"2020"
"Donovan Mitchell","PG",178,461,0.386,"2020"
"Adam Mokoka","SG",1,10,0.1,"2020"
"Malik Monk","SG",85,212,0.401,"2020"
"E'Twaun Moore","SG",11,35,0.314,"2020"
"Ja Morant","PG",73,241,0.303,"2020"
"Juwan Morgan","PF",4,13,0.308,"2020"
"Marcus Morris","PF",140,296,0.473,"2020"
"Markieff Morris","PF",65,209,0.311,"2020"
"Monte Morris","PG",51,134,0.381,"2020"
"Mychal Mulder","PG",85,214,0.397,"2020"
"Dejounte Murray","PG",63,199,0.317,"2020"
"Jamal Murray","PG",129,316,0.408,"2020"
"Mike Muscala","C",68,184,0.37,"2020"
"Sviatoslav Mykhailiuk","SF-SG",105,314,0.334,"2020"
"Sviatoslav Mykhailiuk","SF",57,171,0.333,"2020"
"Sviatoslav Mykhailiuk","SG",48,143,0.336,"2020"
"Abdel Nader","SF",18,43,0.419,"2020"
"Larry Nance Jr.","PF",41,114,0.36,"2020"
"Aaron Nesmith","SF",40,108,0.37,"2020"
"Raul Neto","PG",64,164,0.39,"2020"
"Georges Niang","PF",124,292,0.425,"2020"
"Zeke Nnaji","PF",24,59,0.407,"2020"
"Nerlens Noel","C",0,3,0,"2020"
"Jaylen Nowell","SG",50,150,0.333,"2020"
"Frank Ntilikina","PG",23,48,0.479,"2020"
"Kendrick Nunn","PG",122,320,0.381,"2020"
"James Nunnally","SF",4,12,0.333,"2020"
"Jusuf Nurkić","C",12,30,0.4,"2020"
"David Nwaba","SF",17,63,0.27,"2020"
"Jordan Nwora","SF",28,62,0.452,"2020"
"Royce O'Neale","SF",107,278,0.385,"2020"
"Semi Ojeleye","PF",58,158,0.367,"2020"
"Jahlil Okafor","C",2,9,0.222,"2020"
"Chuma Okeke","PF",49,141,0.348,"2020"
"Josh Okogie","SG",29,108,0.269,"2020"
"Onyeka Okongwu","C",0,3,0,"2020"
"Isaac Okoro","SG",62,214,0.29,"2020"
"KZ Okpala","PF",12,50,0.24,"2020"
"Victor Oladipo","SG",78,239,0.326,"2020"
"Victor Oladipo","SG",25,69,0.362,"2020"
"Victor Oladipo","SG",49,153,0.32,"2020"
"Victor Oladipo","SG",4,17,0.235,"2020"
"Cameron Oliver","SF",4,13,0.308,"2020"
"Kelly Olynyk","C-PF",126,368,0.342,"2020"
"Kelly Olynyk","C",77,243,0.317,"2020"
"Kelly Olynyk","PF",49,125,0.392,"2020"
"Miye Oni","SG",30,88,0.341,"2020"
"Cedi Osman","SF",99,324,0.306,"2020"
"Daniel Oturu","C",1,5,0.2,"2020"
"Kelly Oubre Jr.","SF",90,285,0.316,"2020"
"Jabari Parker","PF",2,11,0.182,"2020"
"Jabari Parker","PF",0,1,0,"2020"
"Jabari Parker","PF",2,10,0.2,"2020"
"Eric Paschall","PF",18,54,0.333,"2020"
"Anžejs Pasečņiks","C",0,1,0,"2020"
"Patrick Patterson","PF",40,112,0.357,"2020"
"Justin Patton","C",9,34,0.265,"2020"
"Chris Paul","PG",102,258,0.395,"2020"
"Cameron Payne","PG",73,166,0.44,"2020"
"Elfrid Payton","PG",28,98,0.286,"2020"
"Gary Payton II","PG",2,4,0.5,"2020"
"Reggie Perry","PF",4,21,0.19,"2020"
"Theo Pinson","SG",0,8,0,"2020"
"Mason Plumlee","C",0,7,0,"2020"
"Vincent Poirier","C",0,1,0,"2020"
"Aleksej Pokusevski","PF",58,207,0.28,"2020"
"Jordan Poole","SG",97,276,0.351,"2020"
"Jontay Porter","PF",3,8,0.375,"2020"
"Kevin Porter Jr.","SG",50,161,0.311,"2020"
"Michael Porter Jr.","SF",170,382,0.445,"2020"
"Otto Porter","SF-PF",39,104,0.375,"2020"
"Otto Porter","SF",38,95,0.4,"2020"
"Otto Porter","PF",1,9,0.111,"2020"
"Bobby Portis","C",74,157,0.471,"2020"
"Kristaps Porziņģis","C",97,258,0.376,"2020"
"Dwight Powell","C",5,21,0.238,"2020"
"Norman Powell","SG-SF",171,416,0.411,"2020"
"Norman Powell","SG",118,269,0.439,"2020"
"Norman Powell","SF",53,147,0.361,"2020"
"Taurean Prince","PF",62,155,0.4,"2020"
"Taurean Prince","PF",13,37,0.351,"2020"
"Taurean Prince","PF",49,118,0.415,"2020"
"Payton Pritchard","SG",102,248,0.411,"2020"
"Immanuel Quickley","PG",118,303,0.389,"2020"
"Jahmi'us Ramsey","SG",5,19,0.263,"2020"
"Chasson Randle","PG",44,130,0.338,"2020"
"Julius Randle","PF",160,389,0.411,"2020"
"Cam Reddish","SF",33,126,0.262,"2020"
"J.J. Redick","SG",66,178,0.371,"2020"
"J.J. Redick","SG",51,140,0.364,"2020"
"J.J. Redick","SG",15,38,0.395,"2020"
"Paul Reed","PF",0,6,0,"2020"
"Naz Reid","C",61,174,0.351,"2020"
"Cameron Reynolds","SF",3,12,0.25,"2020"
"Cameron Reynolds","G",3,12,0.25,"2020"
"Nick Richards","PF",0,1,0,"2020"
"Josh Richardson","SG",88,267,0.33,"2020"
"Grant Riller","PG",2,4,0.5,"2020"
"Austin Rivers","SG",55,149,0.369,"2020"
"Austin Rivers","SG",28,77,0.364,"2020"
"Austin Rivers","SG",27,72,0.375,"2020"
"Andre Roberson","SG",1,8,0.125,"2020"
"Duncan Robinson","SF",250,613,0.408,"2020"
"Glenn Robinson III","SF",16,44,0.364,"2020"
"Jerome Robinson","SG",11,42,0.262,"2020"
"Justin Robinson","PG",4,14,0.286,"2020"
"Isaiah Roby","PF",32,109,0.294,"2020"
"Rajon Rondo","PG",36,89,0.404,"2020"
"Rajon Rondo","PG",17,45,0.378,"2020"
"Rajon Rondo","PG",19,44,0.432,"2020"
"Derrick Rose","PG",50,129,0.388,"2020"
"Derrick Rose","PG",13,39,0.333,"2020"
"Derrick Rose","PG",37,90,0.411,"2020"
"Terrence Ross","SG",89,264,0.337,"2020"
"Terry Rozier","SG",222,571,0.389,"2020"
"Ricky Rubio","PG",66,214,0.308,"2020"
"D'Angelo Russell","PG",120,310,0.387,"2020"
"Domantas Sabonis","PF",52,162,0.321,"2020"
"Luka Šamanić","PF",12,43,0.279,"2020"
