"Player","Pos","X3P","X3PA","X3P.","year"
"Dante Cunningham","PF",0,2,0,"2009"
"Stephen Curry","PG",166,380,0.437,"2009"
"Erick Dampier","C",1,3,0.333,"2009"
"Marquis Daniels","SF",6,28,0.214,"2009"
"Baron Davis","PG",82,296,0.277,"2009"
"Glen Davis","PF",0,4,0,"2009"
"Ricky Davis","SF",16,42,0.381,"2009"
"Austin Daye","SF",29,95,0.305,"2009"
"Carlos Delfino","SF",134,365,0.367,"2009"
"Luol Deng","SF",32,83,0.386,"2009"
"DeMar DeRozan","SG",4,16,0.25,"2009"
"Boris Diaw","PF",66,206,0.32,"2009"
"Yakhouba Diawara","SG",1,6,0.167,"2009"
"Travis Diener","PG",1,7,0.143,"2009"
"Travis Diener","PG",1,5,0.2,"2009"
"Travis Diener","PG",0,2,0,"2009"
"Keyon Dooling","PG",59,157,0.376,"2009"
"Toney Douglas","PG",68,175,0.389,"2009"
"Chris Douglas-Roberts","SF",14,54,0.259,"2009"
"Goran Dragić","PG",74,188,0.394,"2009"
"Jared Dudley","SF",120,262,0.458,"2009"
"Chris Duhon","PG",90,258,0.349,"2009"
"Tim Duncan*","C",2,11,0.182,"2009"
"Mike Dunleavy","SF",75,236,0.318,"2009"
"Kevin Durant","SF",128,351,0.365,"2009"
"Wayne Ellington","SG",64,162,0.395,"2009"
"Monta Ellis","SG",77,228,0.338,"2009"
"Maurice Evans","SF",57,169,0.337,"2009"
"Tyreke Evans","SG",36,141,0.255,"2009"
"Jordan Farmar","PG",86,229,0.376,"2009"
"Raymond Felton","PG",60,156,0.385,"2009"
"Rudy Fernández","SG",98,266,0.368,"2009"
"Kyrylo Fesenko","C",0,1,0,"2009"
"Michael Finley","SF",32,82,0.39,"2009"
"Michael Finley","SF",13,41,0.317,"2009"
"Michael Finley","SF",19,41,0.463,"2009"
"Derek Fisher","PG",78,224,0.348,"2009"
"Jonny Flynn","PG",77,215,0.358,"2009"
"T.J. Ford","PG",8,50,0.16,"2009"
"Jeff Foster","C",0,1,0,"2009"
"Randy Foye","PG",63,182,0.346,"2009"
"Channing Frye","C",172,392,0.439,"2009"
"Sundiata Gaines","PG",7,26,0.269,"2009"
"Danilo Gallinari","SF",186,488,0.381,"2009"
"Francisco García","SG",23,59,0.39,"2009"
"Kevin Garnett*","PF",1,5,0.2,"2009"
"Marc Gasol","C",0,1,0,"2009"
"Pau Gasol","C",0,5,0,"2009"
"Rudy Gay","SF",66,202,0.327,"2009"
"Alonzo Gee","SG",7,9,0.778,"2009"
"Devean George","SF",48,123,0.39,"2009"
"Daniel Gibson","PG",71,149,0.477,"2009"
"J.R. Giddens","SF",0,10,0,"2009"
"J.R. Giddens","SF",0,2,0,"2009"
"J.R. Giddens","SF",0,8,0,"2009"
"Manu Ginóbili","SG",132,350,0.377,"2009"
"Ryan Gomes","SF",74,199,0.372,"2009"
"Drew Gooden","C-PF",1,8,0.125,"2009"
"Drew Gooden","C",1,6,0.167,"2009"
"Drew Gooden","PF",0,2,0,"2009"
"Ben Gordon","SG",75,234,0.321,"2009"
"Eric Gordon","SG",119,321,0.371,"2009"
"Marcin Gortat","C",0,3,0,"2009"
"Joey Graham","SF",2,13,0.154,"2009"
"Stephen Graham","SG",16,50,0.32,"2009"
"Danny Granger","SF",158,438,0.361,"2009"
"Danny Green","SG",6,22,0.273,"2009"
"Jeff Green","PF",104,312,0.333,"2009"
"Willie Green","SG",47,136,0.346,"2009"
"Donté Greene","SF",69,183,0.377,"2009"
"Taylor Griffin","SF",0,2,0,"2009"
"Hamed Haddadi","C",0,3,0,"2009"
"Malik Hairston","SG",2,11,0.182,"2009"
"Marcus Haislip","SF",3,5,0.6,"2009"
"Richard Hamilton","SG",41,138,0.297,"2009"
"Tyler Hansbrough","PF",0,4,0,"2009"
"James Harden","SG",93,248,0.375,"2009"
"Al Harrington","PF",140,409,0.342,"2009"
"Devin Harris","PG",60,217,0.276,"2009"
"Mike Harris","PF",0,1,0,"2009"
"Mike Harris","PF",0,1,0,"2009"
"Trenton Hassell","SF",0,5,0,"2009"
"Spencer Hawes","C",26,87,0.299,"2009"
"Jarvis Hayes","SF",60,179,0.335,"2009"
"Brendan Haywood","C",0,1,0,"2009"
"Brendan Haywood","C",0,1,0,"2009"
"Luther Head","SG",37,105,0.352,"2009"
"Gerald Henderson","SG",4,19,0.211,"2009"
"Roy Hibbert","C",3,6,0.5,"2009"
"J.J. Hickson","PF",0,1,0,"2009"
"Nenê","C",0,2,0,"2009"
"George Hill","PG",75,188,0.399,"2009"
"Grant Hill*","SF",35,80,0.438,"2009"
"Jordan Hill","PF",0,2,0,"2009"
"Jordan Hill","PF",0,2,0,"2009"
"Kirk Hinrich","SG",104,280,0.371,"2009"
"Jrue Holiday","PG",62,159,0.39,"2009"
"Ryan Hollins","C",0,1,0,"2009"
"Al Horford","C",1,1,1,"2009"
"Eddie House","PG-SG",79,227,0.348,"2009"
"Eddie House","PG",64,167,0.383,"2009"
"Eddie House","SG",15,60,0.25,"2009"
"Dwight Howard","C",0,7,0,"2009"
"Josh Howard","SF",23,86,0.267,"2009"
"Josh Howard","SF",20,75,0.267,"2009"
"Josh Howard","SF",3,11,0.273,"2009"
"Juwan Howard","C",0,1,0,"2009"
"Lester Hudson","PG",5,16,0.313,"2009"
"Lester Hudson","PG",3,5,0.6,"2009"
"Lester Hudson","PG",2,11,0.182,"2009"
"Larry Hughes","SG",43,139,0.309,"2009"
"Larry Hughes","SG",28,97,0.289,"2009"
"Larry Hughes","SG",15,42,0.357,"2009"
"Kris Humphries","PF",0,1,0,"2009"
"Kris Humphries","PF",0,1,0,"2009"
"Chris Hunter","C",0,4,0,"2009"
"Lindsey Hunter","PG",1,13,0.077,"2009"
"Serge Ibaka","PF",1,2,0.5,"2009"
"Andre Iguodala","SF",94,303,0.31,"2009"
"Zydrunas Ilgauskas","C",11,23,0.478,"2009"
"Ersan İlyasova","PF",81,241,0.336,"2009"
"Allen Iverson*","SG-PG",9,25,0.36,"2009"
"Allen Iverson*","PG",1,1,1,"2009"
"Allen Iverson*","SG",8,24,0.333,"2009"
"Royal Ivey","SG",14,35,0.4,"2009"
"Royal Ivey","SG",12,24,0.5,"2009"
"Royal Ivey","SG",2,11,0.182,"2009"
"Jarrett Jack","PG",82,199,0.412,"2009"
"Cedric Jackson","PG",1,6,0.167,"2009"
"Cedric Jackson","PG",0,1,0,"2009"
"Cedric Jackson","PG",0,2,0,"2009"
"Cedric Jackson","PG",1,3,0.333,"2009"
"Darnell Jackson","PF",1,4,0.25,"2009"
"Darnell Jackson","PF",1,3,0.333,"2009"
"Darnell Jackson","PF",0,1,0,"2009"
"Stephen Jackson","SG-PF",129,393,0.328,"2009"
"Stephen Jackson","PF",11,40,0.275,"2009"
"Stephen Jackson","SG",118,353,0.334,"2009"
"LeBron James","SF",129,387,0.333,"2009"
"Mike James","PG",2,6,0.333,"2009"
"Antawn Jamison","PF",85,247,0.344,"2009"
"Antawn Jamison","PF",58,168,0.345,"2009"
"Antawn Jamison","PF",27,79,0.342,"2009"
"Nathan Jawai","C",0,1,0,"2009"
"Al Jefferson","C",0,4,0,"2009"
"Richard Jefferson","SF",59,187,0.316,"2009"
"Jared Jeffries","PF-SF",21,71,0.296,"2009"
"Jared Jeffries","PF",20,62,0.323,"2009"
"Jared Jeffries","SF",1,9,0.111,"2009"
"Brandon Jennings","PG",145,388,0.374,"2009"
"Jonas Jerebko","PF",36,115,0.313,"2009"
"Yi Jianlian","PF",15,41,0.366,"2009"
"Amir Johnson","PF",0,4,0,"2009"
"Anthony Johnson","PG",13,39,0.333,"2009"
"James Johnson","PF",15,46,0.326,"2009"
"Joe Johnson","SG",129,350,0.369,"2009"
"Dahntay Jones","SF",4,32,0.125,"2009"
"James Jones","SF",37,90,0.411,"2009"
"Solomon Jones","C",0,3,0,"2009"
"DeAndre Jordan","C",0,2,0,"2009"
"Chris Kaman","C",0,6,0,"2009"
"Jason Kapono","SF",63,171,0.368,"2009"
"Coby Karl","SF-SG",2,11,0.182,"2009"
"Coby Karl","SF",2,11,0.182,"2009"
"Jason Kidd*","PG",176,414,0.425,"2009"
"Andrei Kirilenko","SF",26,89,0.292,"2009"
"Kyle Korver","SG",59,110,0.536,"2009"
"Nenad Krstić","C",1,5,0.2,"2009"
"Oliver Lafayette","SG",1,2,0.5,"2009"
"Carl Landry","PF",1,3,0.333,"2009"
"Carl Landry","PF",1,3,0.333,"2009"
"Marcus Landry","SF",9,28,0.321,"2009"
"Marcus Landry","SF",9,26,0.346,"2009"
"Marcus Landry","SF",0,2,0,"2009"
"Acie Law","PG",5,16,0.313,"2009"
"Acie Law","PG",1,3,0.333,"2009"
"Acie Law","PG",0,1,0,"2009"
"Acie Law","PG",4,12,0.333,"2009"
"Ty Lawson","PG",34,83,0.41,"2009"
"Courtney Lee","SG",76,225,0.338,"2009"
"David Lee","C",0,8,0,"2009"
"Rashard Lewis","PF",168,423,0.397,"2009"
"Shaun Livingston","PG",0,6,0,"2009"
"Shaun Livingston","PG",0,2,0,"2009"
"Shaun Livingston","PG",0,4,0,"2009"
"Brook Lopez","C",0,2,0,"2009"
"Kevin Love","PF",35,106,0.33,"2009"
"Kyle Lowry","PG",37,136,0.272,"2009"
"Corey Maggette","PF",13,50,0.26,"2009"
"Shawn Marion","SF",3,19,0.158,"2009"
"Cartier Martin","SF",17,49,0.347,"2009"
"Cartier Martin","SF",10,31,0.323,"2009"
"Cartier Martin","SF",7,18,0.389,"2009"
"Kenyon Martin","PF",8,29,0.276,"2009"
"Kevin Martin","SG",70,210,0.333,"2009"
"Kevin Martin","SG",39,110,0.355,"2009"
"Kevin Martin","SG",31,100,0.31,"2009"
"Roger Mason","SG",88,264,0.333,"2009"
"Wesley Matthews","SG",63,165,0.382,"2009"
"Jason Maxiell","C",0,1,0,"2009"
"Sean May","C",0,4,0,"2009"
"Eric Maynor","PG",22,71,0.31,"2009"
"Eric Maynor","PG",5,24,0.208,"2009"
"Eric Maynor","PG",17,47,0.362,"2009"
"O.J. Mayo","SG",136,355,0.383,"2009"
"Luc Mbah a Moute","PF",6,17,0.353,"2009"
"Antonio McDyess","PF",0,2,0,"2009"
"JaVale McGee","C",0,1,0,"2009"
"Tracy McGrady*","SG",16,64,0.25,"2009"
"Tracy McGrady*","SG",1,2,0.5,"2009"
"Tracy McGrady*","SG",15,62,0.242,"2009"
"Josh McRoberts","C",8,23,0.348,"2009"
"Jodie Meeks","SG",42,132,0.318,"2009"
"Jodie Meeks","SG",23,82,0.28,"2009"
"Jodie Meeks","SG",19,50,0.38,"2009"
"C.J. Miles","SF",74,217,0.341,"2009"
"Darko Miličić","C",0,1,0,"2009"
"Darko Miličić","C",0,1,0,"2009"
"Andre Miller","PG",16,80,0.2,"2009"
"Brad Miller","C",37,132,0.28,"2009"
"Mike Miller","SG",82,171,0.48,"2009"
"Patty Mills","PG",2,4,0.5,"2009"
"Paul Millsap","PF",1,9,0.111,"2009"
"Jamario Moon","SF",32,100,0.32,"2009"
"Adam Morrison","SF",5,21,0.238,"2009"
"Anthony Morrow","SG",140,307,0.456,"2009"
"Troy Murphy","PF",128,333,0.384,"2009"
"Ronald Murray","SG",69,221,0.312,"2009"
"Ronald Murray","SG",41,131,0.313,"2009"
"Ronald Murray","SG",28,90,0.311,"2009"
"Eduardo Nájera","PF",19,64,0.297,"2009"
"Eduardo Nájera","PF",3,17,0.176,"2009"
"Eduardo Nájera","PF",16,47,0.34,"2009"
"Steve Nash*","PG",124,291,0.426,"2009"
"Jameer Nelson","PG",86,226,0.381,"2009"
"Andrés Nocioni","SF",96,249,0.386,"2009"
"Steve Novak","SF",22,71,0.31,"2009"
"Dirk Nowitzki","PF",51,121,0.421,"2009"
"Patrick O'Bryant","C",0,1,0,"2009"
"Jermaine O'Neal","C",0,2,0,"2009"
"Shaquille O'Neal*","C",0,1,0,"2009"
"Lamar Odom","PF",58,182,0.319,"2009"
"Mehmet Okur","C",82,213,0.385,"2009"
"Kevin Ollie","PG",0,1,0,"2009"
"Travis Outlaw","SF",40,105,0.381,"2009"
"Travis Outlaw","SF",12,31,0.387,"2009"
"Travis Outlaw","SF",28,74,0.378,"2009"
"Zaza Pachulia","C",0,4,0,"2009"
"Jannero Pargo","PG",38,138,0.275,"2009"
"Anthony Parker","SG",108,261,0.414,"2009"
"Tony Parker","PG",10,34,0.294,"2009"
"Chris Paul","PG",52,127,0.409,"2009"
"Sasha Pavlović","SF",35,118,0.297,"2009"
"Oleksiy Pecherov","C",14,52,0.269,"2009"
"Kendrick Perkins","C",0,3,0,"2009"
"Morris Peterson","SG",62,171,0.363,"2009"
"Johan Petro","C",0,1,0,"2009"
"Paul Pierce","SF",109,263,0.414,"2009"
"Mickaël Piétrus","SF",116,306,0.379,"2009"
"James Posey","SF",81,242,0.335,"2009"
"Josh Powell","PF",7,16,0.438,"2009"
"A.J. Price","PG",60,174,0.345,"2009"
"Ronnie Price","PG",18,63,0.286,"2009"
"Tayshaun Prince","SF",27,73,0.37,"2009"
"Chris Quinn","PG",10,32,0.313,"2009"
"Vladimir Radmanović","PF",30,108,0.278,"2009"
"Vladimir Radmanović","PF",7,22,0.318,"2009"
"Vladimir Radmanović","PF",23,86,0.267,"2009"
"Anthony Randolph","C",1,5,0.2,"2009"
"Zach Randolph","PF",15,52,0.288,"2009"
"Michael Redd","SG",18,60,0.3,"2009"
"J.J. Redick","SG",111,274,0.405,"2009"
"Jason Richardson","SG",157,400,0.393,"2009"
"Quentin Richardson","SF",142,358,0.397,"2009"
"Luke Ridnour","PG",69,181,0.381,"2009"
"Nate Robinson","PG",87,223,0.39,"2009"
"Nate Robinson","PG",51,136,0.375,"2009"
"Nate Robinson","PG",36,87,0.414,"2009"
"Sergio Rodríguez","PG",32,91,0.352,"2009"
"Sergio Rodríguez","PG",15,42,0.357,"2009"
"Sergio Rodríguez","PG",17,49,0.347,"2009"
"Rajon Rondo","PG",17,80,0.213,"2009"
"Derrick Rose","PG",16,60,0.267,"2009"
"Quinton Ross","SF-SG",4,21,0.19,"2009"
"Quinton Ross","SF",3,13,0.231,"2009"
"Quinton Ross","SG",1,8,0.125,"2009"
"Brandon Roy","SG",73,221,0.33,"2009"
"Brandon Rush","SG",124,302,0.411,"2009"
"Kareem Rush","SG",1,3,0.333,"2009"
"John Salmons","SG",118,309,0.382,"2009"
"John Salmons","SG",73,192,0.38,"2009"
"John Salmons","SG",45,117,0.385,"2009"
"Brian Scalabrine","PF",16,49,0.327,"2009"
"Luis Scola","PF",1,5,0.2,"2009"
"Thabo Sefolosha","SG",41,131,0.313,"2009"
"Ramon Sessions","PG",1,15,0.067,"2009"
"Bobby Simmons","PF",20,63,0.317,"2009"
"James Singleton","PF-SF",7,37,0.189,"2009"
"James Singleton","SF",5,22,0.227,"2009"
"James Singleton","PF",2,15,0.133,"2009"
"Craig Smith","PF",1,5,0.2,"2009"
"J.R. Smith","SG",158,467,0.338,"2009"
"Jason Smith","PF",10,29,0.345,"2009"
"Joe Smith","PF",1,7,0.143,"2009"
"Josh Smith","PF",0,7,0,"2009"
"Darius Songaila","C",1,6,0.167,"2009"
"Marreese Speights","C",0,5,0,"2009"
"Jerry Stackhouse","SG",45,130,0.346,"2009"
"DeShawn Stevenson","SG",19,87,0.218,"2009"
"DeShawn Stevenson","SG",11,62,0.177,"2009"
"DeShawn Stevenson","SG",8,25,0.32,"2009"
"Peja Stojaković","SF",132,352,0.375,"2009"
"Amar'e Stoudemire","PF",1,6,0.167,"2009"
"Rodney Stuckey","PG",18,79,0.228,"2009"
"DaJuan Summers","SF",15,42,0.357,"2009"
"Jermaine Taylor","SG",5,22,0.227,"2009"
"Jeff Teague","PG",7,32,0.219,"2009"
"Sebastian Telfair","PG",13,56,0.232,"2009"
"Sebastian Telfair","PG",11,47,0.234,"2009"
"Sebastian Telfair","PG",2,9,0.222,"2009"
"Garrett Temple","SG",13,37,0.351,"2009"
"Garrett Temple","SG",3,12,0.25,"2009"
"Garrett Temple","SG",0,2,0,"2009"
"Garrett Temple","SG",10,23,0.435,"2009"
"Jason Terry","SG",136,373,0.365,"2009"
"Tim Thomas","SF",16,43,0.372,"2009"
"Tyrus Thomas","PF-C",0,3,0,"2009"
"Tyrus Thomas","PF",0,1,0,"2009"
"Tyrus Thomas","C",0,2,0,"2009"
"Jason Thompson","C",1,10,0.1,"2009"
"Al Thornton","SF",11,31,0.355,"2009"
"Al Thornton","SF",5,14,0.357,"2009"
"Al Thornton","SF",6,17,0.353,"2009"
"Marcus Thornton","SG",117,313,0.374,"2009"
"Jamaal Tinsley","PG",7,39,0.179,"2009"
"Anthony Tolliver","PF",50,152,0.329,"2009"
"Anthony Tolliver","PF",0,1,0,"2009"
"Anthony Tolliver","PF",50,151,0.331,"2009"
"Alando Tucker","SF",1,7,0.143,"2009"
"Alando Tucker","SF",1,7,0.143,"2009"
"Ronny Turiaf","C",0,1,0,"2009"
"Hedo Türkoğlu","SF",108,289,0.374,"2009"
"Ime Udoka","SG",26,91,0.286,"2009"
"Beno Udrih","PG",75,199,0.377,"2009"
"Roko Ukić","PG",3,12,0.25,"2009"
"Anderson Varejão","PF",1,5,0.2,"2009"
"Charlie Villanueva","PF",99,282,0.351,"2009"
"Sasha Vujačić","SG",25,81,0.309,"2009"
"Dwyane Wade","SG",73,243,0.3,"2009"
"Henry Walker","SG-SF",50,116,0.431,"2009"
"Henry Walker","SG",50,116,0.431,"2009"
"Ben Wallace","C",0,2,0,"2009"
"Gerald Wallace","SF",52,140,0.371,"2009"
"Rasheed Wallace","C",82,290,0.283,"2009"
"Luke Walton","SF",7,17,0.412,"2009"
"Hakim Warrick","PF",1,7,0.143,"2009"
"Hakim Warrick","PF",1,6,0.167,"2009"
"Hakim Warrick","PF",0,1,0,"2009"
"C.J. Watson","PG",45,145,0.31,"2009"
"Earl Watson","PG",53,184,0.288,"2009"
"Kyle Weaver","SG",7,19,0.368,"2009"
"Martell Webster","SF",124,332,0.373,"2009"
"Sonny Weems","SG",2,15,0.133,"2009"
"David West","PF",7,27,0.259,"2009"
"Delonte West","SG",25,77,0.325,"2009"
"Mario West","SG",0,1,0,"2009"
"Russell Westbrook","PG",23,104,0.221,"2009"
"Damien Wilkins","SF",18,61,0.295,"2009"
"Mike Wilks","PG",2,3,0.667,"2009"
"Deron Williams","PG",96,259,0.371,"2009"
"Jason Williams","PG",84,221,0.38,"2009"
"Jawad Williams","PG",30,93,0.323,"2009"
"Lou Williams","PG",70,206,0.34,"2009"
"Marcus Williams","PG",24,81,0.296,"2009"
"Marvin Williams","SF",40,132,0.303,"2009"
"Mo Williams","PG",159,371,0.429,"2009"
"Reggie Williams","SF",33,92,0.359,"2009"
"Sean Williams","PF",0,1,0,"2009"
"Shelden Williams","PF",0,1,0,"2009"
"Terrence Williams","SF",31,100,0.31,"2009"
"Metta World Peace","SF",105,296,0.355,"2009"
"Antoine Wright","SF",58,173,0.335,"2009"
"Dorell Wright","SF",61,157,0.389,"2009"
"Julian Wright","SF",2,6,0.333,"2009"
"Nick Young","SG",69,170,0.406,"2009"
"Sam Young","SF",11,56,0.196,"2009"
"Thaddeus Young","PF",48,138,0.348,"2009"
